***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Relatorio das geracoes para cada recursao.
  
------;------;------;-------;--------;-----;--------------;-------------;
      ;      ;      ;       ;  TIPO  ;     ;              ;             ;
 IPER ; ITER ; IDES ; VOLTA ; USINA  ; NUM ;     Nome     ;   Geracao   ;
------;------;------;-------;--------;-----;--------------;-------------;
   19 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   20 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;     300.035 ;
   20 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     299.140 ;
   20 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     654.341 ;
   20 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.327 ;
   20 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      69.173 ;
   20 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     103.672 ;
   20 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      31.113 ;
   20 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     298.745 ;
   20 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   20 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     361.353 ;
   20 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.163 ;
   20 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;    1037.458 ;
   20 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     467.551 ;
   20 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     855.000 ;
   20 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   20 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;     131.000 ;
   20 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   20 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   20 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   21 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;     786.456 ;
   21 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     298.989 ;
   21 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     654.130 ;
   21 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.272 ;
   21 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      67.353 ;
   21 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     101.955 ;
   21 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      30.609 ;
   21 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     438.826 ;
   21 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   21 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   21 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.216 ;
   21 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;    1225.398 ;
   21 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     541.505 ;
   21 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     863.725 ;
   21 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     500.000 ;
   21 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;     131.000 ;
   21 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   21 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   21 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   22 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;     837.648 ;
   22 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     298.925 ;
   22 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     653.897 ;
   22 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.210 ;
   22 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      67.352 ;
   22 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     101.954 ;
   22 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      30.609 ;
   22 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     362.115 ;
   22 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   22 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   22 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.270 ;
   22 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;    1157.548 ;
   22 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     514.796 ;
   22 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     855.000 ;
   22 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     500.000 ;
   22 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;     131.000 ;
   22 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   22 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   22 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   23 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;     296.504 ;
   23 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     298.781 ;
   23 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     653.684 ;
   23 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.154 ;
   23 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      68.532 ;
   23 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     103.069 ;
   23 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      30.936 ;
   23 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     327.361 ;
   23 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   23 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     392.068 ;
   23 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.324 ;
   23 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;    1072.459 ;
   23 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     481.301 ;
   23 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     855.000 ;
   23 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     500.000 ;
   23 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;     131.000 ;
   23 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   23 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   23 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   24 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   24 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     289.218 ;
   24 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   24 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   24 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      10.097 ;
   24 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      49.109 ;
   24 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.072 ;
   24 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     315.189 ;
   24 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   24 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     237.074 ;
   24 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.378 ;
   24 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     963.887 ;
   24 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   24 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     808.669 ;
   24 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     500.000 ;
   24 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   24 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   24 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   24 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    1 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     433.605 ;
    1 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     293.488 ;
    1 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    1 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    1 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    1 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    1 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    1 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    1 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    1 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;     215.588 ;
    1 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.333 ;
    1 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.661 ;
    1 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    1 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.679 ;
    1 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    1 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    1 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    1 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    1 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    2 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     377.142 ;
    2 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     293.397 ;
    2 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    2 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    2 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    2 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    2 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    2 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    2 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    2 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      74.561 ;
    2 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.389 ;
    2 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.679 ;
    2 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    2 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.739 ;
    2 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    2 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    2 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    2 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    2 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    3 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    3 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     293.241 ;
    3 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    3 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    3 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    3 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    3 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    3 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    3 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    3 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    3 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.445 ;
    3 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     479.144 ;
    3 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     239.517 ;
    3 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.797 ;
    3 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    3 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    3 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    3 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    3 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    4 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    4 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     293.030 ;
    4 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    4 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    4 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    4 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    4 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    4 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    4 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    4 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    4 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.501 ;
    4 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     476.738 ;
    4 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     238.504 ;
    4 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.853 ;
    4 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    4 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    4 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    4 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    4 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    5 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    5 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.819 ;
    5 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    5 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    5 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    5 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    5 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    5 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    5 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    5 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    5 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.557 ;
    5 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     287.428 ;
    5 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     158.839 ;
    5 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.903 ;
    5 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    5 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    5 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    5 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    5 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    6 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     688.813 ;
    6 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.720 ;
    6 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    6 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    6 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    6 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    6 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    6 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    6 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;     153.149 ;
    6 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;     156.873 ;
    6 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.613 ;
    6 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.754 ;
    6 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    6 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     306.956 ;
    6 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    6 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    6 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    6 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    6 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    7 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     511.559 ;
    7 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.700 ;
    7 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    7 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    7 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    7 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    7 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    7 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    7 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;     242.001 ;
    7 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;     245.156 ;
    7 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.669 ;
    7 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.777 ;
    7 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    7 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     307.016 ;
    7 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    7 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    7 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    7 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    7 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    8 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     233.314 ;
    8 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.598 ;
    8 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    8 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    8 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    8 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    8 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    8 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    8 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    8 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      50.523 ;
    8 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.725 ;
    8 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.796 ;
    8 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    8 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     307.076 ;
    8 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    8 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    8 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    8 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    8 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    9 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     156.883 ;
    9 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.431 ;
    9 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    9 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    9 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    9 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    9 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    9 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    9 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    9 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;      33.773 ;
    9 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.781 ;
    9 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     502.083 ;
    9 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     249.170 ;
    9 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     307.135 ;
    9 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    9 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    9 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    9 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    9 ;    1 ;    F ;     2 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   10 ;    1 ;    F ;     2 ;    H   ;   6 ; FURNAS       ;     454.063 ;
   10 ;    1 ;    F ;     2 ;    H   ;   7 ; M. DE MORAES ;     292.305 ;
   10 ;    1 ;    F ;     2 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   10 ;    1 ;    F ;     2 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   10 ;    1 ;    F ;     2 ;    H   ;  14 ; CACONDE      ;       6.478 ;
   10 ;    1 ;    F ;     2 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
   10 ;    1 ;    F ;     2 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
   10 ;    1 ;    F ;     2 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
   10 ;    1 ;    F ;     2 ;    H   ;  25 ; NOVA PONTE   ;     108.872 ;
   10 ;    1 ;    F ;     2 ;    H   ;  26 ; MIRANDA      ;     134.504 ;
   10 ;    1 ;    F ;     2 ;    H   ;  30 ; CORUMBA I    ;     347.837 ;
   10 ;    1 ;    F ;     2 ;    H   ;  31 ; ITUMBIARA    ;     550.826 ;
   10 ;    1 ;    F ;     2 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
   10 ;    1 ;    F ;     2 ;    H   ;  33 ; SAO SIMAO    ;     307.193 ;
   10 ;    1 ;    F ;     2 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
   10 ;    1 ;    F ;     2 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   10 ;    1 ;    F ;     2 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   10 ;    1 ;    F ;     2 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
