***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 
Restricoes operativas. 
 
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 Trata ;   Stat  ;IPER ;  Pat  ; IUSI  ;     Nome     ; Sist ; Tipo ; Cod  ;  Num  ; Fator ;    Linf    ;   Valor    ;    Lsup    ;   Multipl      ;                       obs                          ;justificativa;
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 OTIMI ;         ; 18  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 18  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4255.02762 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -5851.39534 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 19  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1252.3769 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1644.7339 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1532.7339 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6652.36031 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   575.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   366.1274 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   148.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   146.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    91.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1216.7068 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1167.7068 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1136.7068 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 19  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   187.4305 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 19  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 20  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1252.3769 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1071.2053 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;   959.2053 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6284.54567 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   957.7903 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   148.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   146.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    91.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1216.4133 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1167.4133 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1136.4133 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 20  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   648.5588 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 20  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 21  ;PESADA ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ; 10110.6826 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ; ********** ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ; ********** ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 21  ;PESADA ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ; ********** ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   667.8973 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   148.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   146.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    91.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1216.3325 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1167.3325 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1136.3325 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 21  ;PESADA ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ; ********** ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 21  ;PESADA ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 21  ;PESADA ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 21  ;PESADA ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 21  ;PESADA ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;   131.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 21  ;PESADA ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   500.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 22  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1607.3321 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1851.4043 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1739.4043 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;   556.7803 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 22  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;  -324.8874 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   147.5527 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   145.5527 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    90.5527 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1216.4123 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1167.4123 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1136.4123 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 22  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;  1071.0457 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 22  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 22  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 22  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 22  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;   131.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 22  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   500.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 23  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1252.3769 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1560.4402 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1448.4402 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;   556.8095 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 23  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   -32.5722 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   148.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   146.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    91.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1216.3462 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1167.3462 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1136.3462 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 23  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   322.0050 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 23  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 23  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 23  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 23  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;   131.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 23  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   500.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 24  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   959.8981 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1164.9083 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1052.9083 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;   556.8386 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   284.2494 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   271.8808 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 24  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 24  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
