***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
 Relatorio dos fluxos nas linhas
  
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
    ;       ;FLAGS;;;;;       ;    ; BAR  ; Sist ;    ; BAR  ;Sist;     ;   Fluxo   ;   Capac   ;         Perdas    ;;  Multipl. ;  ger de   ; ger para  ; carga de  ;carga para ;
IPER;  Pat  ;  ; ; ; ; ; IND  ; Nv ; DE   ;  De  ; Nv ; PARA ;para; CIR ;    (MW)   ;    (MW)   ;    (MW)   ;   %    ;  ($/MWh)  ;   (MW)    ;   (MW)    ;   (MW)    ;   (MW)    ;
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
  10; MEDIA ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   121.512 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;    95.682 ;   226.292 ;
  10; MEDIA ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   217.716 ;       400 ;           ;        ;     0.000 ;    41.300 ;     -     ;    91.834 ;   252.192 ;
  10; MEDIA ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    23.120 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   175.898 ;   252.192 ;
  10; MEDIA ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    88.310 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   161.690 ;   221.112 ;
  10; MEDIA ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -64.859 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   221.112 ;   226.292 ;
  10; MEDIA ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -67.943 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   221.112 ;   252.192 ;
  10; MEDIA ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -29.359 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   226.292 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -62.073 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   226.292 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;   -23.292 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   252.192 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -56.006 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   252.192 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -217.313 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   326.022 ;
  10; MEDIA ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   164.662 ;       400 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   489.632 ;
  10; MEDIA ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -159.651 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   326.022 ;
  10; MEDIA ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;    41.571 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;     -     ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   134.279 ;       400 ;           ;        ;     0.000 ;   837.266 ;   307.216 ;   326.022 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;  -104.970 ;       400 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   489.632 ;   252.384 ;
  10; MEDIA ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   198.795 ;       400 ;           ;        ;     0.000 ;   471.831 ;    55.383 ;   799.744 ;   252.384 ;
  10; MEDIA ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -240.512 ;       400 ;           ;        ;     0.000 ;   471.831 ;   400.000 ;   799.744 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -240.512 ;       400 ;           ;        ;     0.000 ;   471.831 ;   400.000 ;   799.744 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -45.684 ;       400 ;           ;        ;     0.000 ;   471.831 ;     -     ;   799.744 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -400.000 ;       400 ;           ;        ;     1.329 ;    55.383 ;     -     ;   252.384 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   296.824 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   252.384 ;   456.826 ;
  10; MEDIA ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -210.486 ;       400 ;           ;        ;     0.000 ;     -     ;   909.498 ;     -     ;   840.576 ;
  10; MEDIA ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -189.514 ;       400 ;           ;        ;     0.000 ;     -     ;   412.102 ;     -     ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -70.782 ;       400 ;           ;        ;     0.000 ;   909.498 ;   400.000 ;   840.576 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -70.782 ;       400 ;           ;        ;     0.000 ;   909.498 ;   400.000 ;   840.576 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;   -80.001 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   456.826 ;   323.066 ;
  10; MEDIA ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;   -80.001 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   456.826 ;   323.066 ;
  10; MEDIA ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -241.533 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;   323.066 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -241.533 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;   323.066 ;     -     ;
  10; MEDIA ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -222.589 ;       400 ;           ;        ;     0.000 ;   400.000 ;   412.102 ;     -     ;     -     ;
  11; MEDIA ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   160.846 ;       400 ;           ;        ;     0.000 ;   728.721 ;   377.528 ;   135.864 ;   122.040 ;
  11; MEDIA ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   164.926 ;       400 ;           ;        ;     0.000 ;   728.721 ;   200.000 ;   135.864 ;   226.512 ;
  11; MEDIA ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   267.086 ;       400 ;           ;        ;     0.000 ;   728.721 ;    41.300 ;   135.864 ;    89.352 ;
  11; MEDIA ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   218.203 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   122.040 ;    93.096 ;
  11; MEDIA ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   198.130 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   122.040 ;   171.144 ;
  11; MEDIA ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    67.424 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   226.512 ;   220.176 ;
  11; MEDIA ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    70.990 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   226.512 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   125.107 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;    93.096 ;   220.176 ;
  11; MEDIA ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   219.034 ;       400 ;           ;        ;     0.000 ;    41.300 ;     -     ;    89.352 ;   245.376 ;
  11; MEDIA ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    26.986 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   171.144 ;   245.376 ;
  11; MEDIA ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    92.680 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   157.320 ;   215.136 ;
  11; MEDIA ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -58.362 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   215.136 ;   220.176 ;
  11; MEDIA ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -64.094 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   215.136 ;   245.376 ;
  11; MEDIA ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -25.347 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   220.176 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -60.661 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   220.176 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;   -14.068 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   245.376 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -49.382 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   245.376 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -220.724 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   316.760 ;
  11; MEDIA ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   181.309 ;       400 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   475.722 ;
  11; MEDIA ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -158.479 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   316.760 ;
  11; MEDIA ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;    48.437 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;     -     ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   141.302 ;       400 ;           ;        ;     0.000 ;   837.266 ;   307.216 ;   316.760 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;   -74.413 ;       400 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   475.722 ;   245.214 ;
  11; MEDIA ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;    54.359 ;       400 ;           ;        ;     0.000 ;   130.413 ;    55.383 ;   777.024 ;   245.214 ;
  11; MEDIA ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -314.990 ;       400 ;           ;        ;     0.000 ;   130.413 ;   400.000 ;   777.024 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -314.990 ;       400 ;           ;        ;     0.000 ;   130.413 ;   400.000 ;   777.024 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -70.990 ;       400 ;           ;        ;     0.000 ;   130.413 ;     -     ;   777.024 ;     -     ;
  11; MEDIA ;  ; ; ;V; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -470.665 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   245.214 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   260.780 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   245.214 ;   443.848 ;
  11; MEDIA ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -263.288 ;       400 ;           ;        ;     0.000 ;     -     ;  1049.610 ;     -     ;   816.696 ;
  11; MEDIA ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -207.377 ;       400 ;           ;        ;     0.000 ;     -     ;   467.731 ;     -     ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -15.187 ;       400 ;           ;        ;     0.000 ;  1049.610 ;   400.000 ;   816.696 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -15.187 ;       400 ;           ;        ;     0.000 ;  1049.610 ;   400.000 ;   816.696 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;   -91.534 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   443.848 ;   313.888 ;
  11; MEDIA ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;   -91.534 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   443.848 ;   313.888 ;
  11; MEDIA ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -248.478 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;   313.888 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -248.478 ;       400 ;           ;        ;     0.000 ;     -     ;   307.216 ;   313.888 ;     -     ;
  11; MEDIA ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -260.355 ;       400 ;           ;        ;     0.000 ;   400.000 ;   467.731 ;     -     ;     -     ;
  12; MEDIA ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   177.830 ;       400 ;           ;        ;     0.000 ;   753.914 ;   387.970 ;   188.700 ;   169.500 ;
  12; MEDIA ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   138.340 ;       400 ;           ;        ;     0.000 ;   753.914 ;   200.000 ;   188.700 ;   314.600 ;
  12; MEDIA ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   249.043 ;       400 ;           ;        ;     0.000 ;   753.914 ;   103.780 ;   188.700 ;   124.100 ;
  12; MEDIA ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   185.807 ;       400 ;           ;        ;     0.000 ;   387.970 ;    73.966 ;   169.500 ;   129.300 ;
  12; MEDIA ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   210.493 ;       400 ;           ;        ;     0.000 ;   387.970 ;     -     ;   169.500 ;   237.700 ;
  12; MEDIA ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    86.774 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   314.600 ;   305.800 ;
  12; MEDIA ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;   -63.034 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   314.600 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   130.472 ;       400 ;           ;        ;     0.000 ;    73.966 ;     -     ;   129.300 ;   305.800 ;
  12; MEDIA ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   228.724 ;       400 ;           ;        ;     0.000 ;   103.780 ;     -     ;   124.100 ;   340.800 ;
  12; MEDIA ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;   -27.207 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   237.700 ;   340.800 ;
  12; MEDIA ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    31.500 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   218.500 ;   298.800 ;
  12; MEDIA ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;  -138.789 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   298.800 ;   305.800 ;
  12; MEDIA ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;  -128.511 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   298.800 ;   340.800 ;
  12; MEDIA ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -88.029 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   305.800 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;  -139.313 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   305.800 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;  -108.255 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   340.800 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;  -159.539 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   340.800 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -271.784 ;       400 ;           ;        ;     0.000 ;     -     ;   884.915 ;     -     ;   463.100 ;
  12; MEDIA ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;    75.500 ;       400 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   695.500 ;
  12; MEDIA ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -181.391 ;       400 ;           ;        ;     0.000 ;     -     ;   884.915 ;     -     ;   463.100 ;
  12; MEDIA ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;  -117.462 ;       400 ;           ;        ;     0.000 ;     -     ;   855.000 ;     -     ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   -31.359 ;       400 ;           ;        ;     0.000 ;   884.915 ;   855.000 ;   463.100 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;  -400.000 ;       400 ;           ;        ;    81.236 ;   220.000 ;  1214.216 ;   695.500 ;   358.500 ;
  12; MEDIA ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   -52.229 ;       400 ;           ;        ;     0.000 ;   981.166 ;  1214.216 ;  1136.000 ;   358.500 ;
  12; MEDIA ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;   -82.820 ;       400 ;           ;        ;     0.000 ;   981.166 ;   400.000 ;  1136.000 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;   -82.820 ;       400 ;           ;        ;     0.000 ;   981.166 ;   400.000 ;  1136.000 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;    63.034 ;       400 ;           ;        ;     0.000 ;   981.166 ;     -     ;  1136.000 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;     1.867 ;       400 ;           ;        ;     0.000 ;  1214.216 ;     -     ;   358.500 ;     -     ;
  12; MEDIA ;  ; ; ;V; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   401.621 ;       400 ;           ;        ;     0.000 ;  1214.216 ;     -     ;   358.500 ;   648.900 ;
  12; MEDIA ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;   143.067 ;       400 ;           ;        ;     0.000 ;     -     ;   644.514 ;     -     ;  1194.000 ;
  12; MEDIA ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -141.201 ;       400 ;           ;        ;     0.000 ;     -     ;   313.258 ;     -     ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;  -203.209 ;       400 ;           ;        ;     0.000 ;   644.514 ;   400.000 ;  1194.000 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;  -203.209 ;       400 ;           ;        ;     0.000 ;   644.514 ;   400.000 ;  1194.000 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;  -123.640 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   648.900 ;   458.900 ;
  12; MEDIA ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;  -123.640 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   648.900 ;   458.900 ;
  12; MEDIA ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -353.090 ;       400 ;           ;        ;     0.000 ;     -     ;   855.000 ;   458.900 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -353.090 ;       400 ;           ;        ;     0.000 ;     -     ;   855.000 ;   458.900 ;     -     ;
  12; MEDIA ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -172.057 ;       400 ;           ;        ;     0.000 ;   400.000 ;   313.258 ;     -     ;     -     ;
  13; MEDIA ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   102.703 ;       400 ;           ;        ;     0.000 ;   571.769 ;   377.528 ;   141.148 ;   126.786 ;
  13; MEDIA ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   103.252 ;       400 ;           ;        ;     0.000 ;   571.769 ;   200.000 ;   141.148 ;   235.321 ;
  13; MEDIA ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   224.666 ;       400 ;           ;        ;     0.000 ;   571.769 ;    41.300 ;   141.148 ;    92.827 ;
  13; MEDIA ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   180.765 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   126.786 ;    96.716 ;
  13; MEDIA ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   172.680 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   126.786 ;   177.800 ;
  13; MEDIA ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    94.449 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   235.321 ;   228.738 ;
  13; MEDIA ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;   -26.518 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   235.321 ;     -     ;
  13; MEDIA ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;    84.048 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;    96.716 ;   228.738 ;
  13; MEDIA ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   173.139 ;       400 ;           ;        ;     0.000 ;    41.300 ;     -     ;    92.827 ;   254.918 ;
  13; MEDIA ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    -5.119 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   177.800 ;   254.918 ;
  13; MEDIA ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    86.562 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   163.438 ;   223.502 ;
  13; MEDIA ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -72.184 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   223.502 ;   228.738 ;
  13; MEDIA ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -64.757 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   223.502 ;   254.918 ;
  13; MEDIA ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -49.678 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   228.738 ;     -     ;
  13; MEDIA ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -72.747 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   228.738 ;     -     ;
