***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________



Dados Relativos as Usinas Hidraulicas:

----;--------;----;--------------;----;-----;-------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----;-----------;-----------;
    ;        ;    ;              ;    ;     ;       ;   Vagua   ;       Vol.Final ;     ;         Qincr        ;;         Qmont        ;;         Qmontv       ;;         Qdesv        ;;         QEvap        ;;      VazUsoAltern      ;;         Qtur         ;;        QturMin       ;;        QturMax       ;;        Engolimento   ;;         Vert         ;;  Geracao  ;    Gmax    ; Capacidade ;     ;  Perdhid  ;  Hqueda   ;
IPER;   Pat  ;USIH;     Nome     ;SIST;CONJ ; Unid  ;   $/MWh   ;    Hm3    ;   %       ;   m3/s    ;    Hm3    ;   m3/s    ;    Hm3    ;    m3/s   ;     Hm3   ;     m3/s  ;      Hm3  ;    m3/s   ;     Hm3   ;  m3/s      ;    Hm3     ;     m3/s  ;      Hm3  ;    m3/s   ;     Hm3   ;   m3/s    ;    Hm3    ;   m3/s    ;    Hm3    ;    m3/s   ;     Hm3/s ;     MW    ;     MW     ;     MW     ; L/D ;     MW    ;     m     ;
----;--------;----;--------------;----;-----;-------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----;-----------;-----------;
 14 ; MEDIA  ;  7 ; M. DE MORAES ; S1 ;   3 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1328.00 ;      4.78 ;           ;           ;           ;           ;      0.00 ;     -      ;      51.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  7 ; M. DE MORAES ; S1 ;   4 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1328.00 ;      4.78 ;           ;           ;           ;           ;      0.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  7 ; M. DE MORAES ; S1 ;   4 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1328.00 ;      4.78 ;           ;           ;           ;           ;      0.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  7 ; M. DE MORAES ; S1 ;  99 ;   99  ;    244.12 ;    207.20 ;      8.29 ;    149.00 ;      0.54 ;    102.00 ;      0.37 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1100.00 ;      3.96 ;      0.00 ;      0.00 ;   1138.44 ;      4.10 ;   1138.44 ;      4.10 ;      0.00 ;      0.00 ;    293.53 ;     478.00 ;     478.00 ;  -  ;      0.00 ;     31.74 ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;    184.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;    184.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;    184.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;     94.81 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;      0.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;      0.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ;  8 ; ESTREITO     ; S1 ;  99 ;   99  ;    228.62 ;     -     ;     -     ;     31.00 ;      0.11 ;   1100.00 ;      3.96 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1131.00 ;      4.07 ;      0.00 ;      0.00 ;   2057.79 ;      7.41 ;   2057.79 ;      7.41 ;      0.00 ;      0.00 ;    646.81 ;    1104.00 ;    1104.00 ;  -  ;      0.00 ;     63.53 ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     10.03 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 10 ; IGARAPAVA    ; S1 ;  99 ;   99  ;    218.93 ;     -     ;     -     ;     49.00 ;      0.18 ;   1131.00 ;      4.07 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1180.00 ;      4.25 ;      0.00 ;      0.00 ;   1498.77 ;      5.40 ;   1498.77 ;      5.40 ;      0.00 ;      0.00 ;    178.03 ;     210.00 ;     210.00 ;  -  ;      0.00 ;     16.72 ;
 14 ; MEDIA  ; 14 ; CACONDE      ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;     94.00 ;      0.34 ;           ;           ;           ;           ;      0.00 ;     -      ;      41.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 14 ; CACONDE      ; S1 ;   2 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;     94.00 ;      0.34 ;           ;           ;           ;           ;      0.00 ;     -      ;      39.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 14 ; CACONDE      ; S1 ;  99 ;   99  ;    224.04 ;    255.96 ;     50.78 ;     85.00 ;      0.31 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     91.32 ;      0.33 ;     91.32 ;      0.33 ;      0.00 ;      0.00 ;      0.00 ;      80.40 ;      80.40 ;  -  ;      0.00 ;     96.17 ;
 14 ; MEDIA  ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;     27.20 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;     14.10 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;      0.00 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;      0.00 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 15 ; E. DA CUNHA  ; S1 ;  99 ;   99  ;    214.04 ;     -     ;     -     ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;    147.53 ;      0.53 ;    147.53 ;      0.53 ;      0.00 ;      0.00 ;     41.30 ;     108.80 ;     108.80 ;  -  ;      0.00 ;     87.79 ;
 14 ; MEDIA  ; 16 ; A.S.OLIVEIRA ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    178.00 ;      0.64 ;           ;           ;           ;           ;     12.43 ;     -      ;      16.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 16 ; A.S.OLIVEIRA ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    178.00 ;      0.64 ;           ;           ;           ;           ;      0.00 ;     -      ;      16.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 16 ; A.S.OLIVEIRA ; S1 ;  99 ;   99  ;    222.98 ;     -     ;     -     ;      2.00 ;      0.01 ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     57.00 ;      0.21 ;      0.00 ;      0.00 ;    185.03 ;      0.67 ;    185.03 ;      0.67 ;      0.00 ;      0.00 ;     12.43 ;      32.00 ;      32.00 ;  -  ;      0.00 ;     26.44 ;
 14 ; MEDIA  ; 24 ; EMBORCACAO   ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;    298.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 24 ; EMBORCACAO   ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      3.96 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 24 ; EMBORCACAO   ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      0.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 24 ; EMBORCACAO   ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      0.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 24 ; EMBORCACAO   ; S2 ;  99 ;   99  ;    224.56 ;   7010.92 ;     53.70 ;    671.00 ;      2.42 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    278.06 ;      1.00 ;      0.00 ;      0.00 ;   1020.83 ;      3.67 ;   1020.83 ;      3.67 ;      0.00 ;      0.00 ;    301.96 ;    1192.00 ;    1192.00 ;  -  ;      0.00 ;    123.43 ;
 14 ; MEDIA  ; 25 ; NOVA PONTE   ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;    170.00 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 25 ; NOVA PONTE   ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;    170.00 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 25 ; NOVA PONTE   ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;    170.00 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 25 ; NOVA PONTE   ; S2 ;  99 ;   99  ;    222.98 ;   7632.11 ;     73.53 ;    493.00 ;      1.77 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    497.31 ;      1.79 ;      0.00 ;      0.00 ;    617.29 ;      2.22 ;    617.29 ;      2.22 ;      0.00 ;      0.00 ;    510.00 ;     510.00 ;     510.00 ;  -  ;      0.00 ;    109.90 ;
 14 ; MEDIA  ; 26 ; MIRANDA      ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;    136.00 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 26 ; MIRANDA      ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;    136.00 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 26 ; MIRANDA      ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;    136.00 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 26 ; MIRANDA      ; S2 ;  99 ;   99  ;    223.88 ;    145.74 ;     99.82 ;     78.00 ;      0.28 ;    497.31 ;      1.79 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    648.07 ;      2.33 ;      0.00 ;      0.00 ;    684.89 ;      2.47 ;    684.89 ;      2.47 ;      0.00 ;      0.00 ;    408.00 ;     408.00 ;     408.00 ;  -  ;      0.00 ;     68.12 ;
 14 ; MEDIA  ; 30 ; CORUMBA I    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;     63.60 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 30 ; CORUMBA I    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 30 ; CORUMBA I    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 30 ; CORUMBA I    ; S2 ;  99 ;   99  ;    226.49 ;    677.45 ;     65.77 ;    661.00 ;      2.38 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     74.00 ;      0.27 ;      0.00 ;      0.00 ;    556.55 ;      2.00 ;    556.55 ;      2.00 ;      0.00 ;      0.00 ;     63.60 ;     375.00 ;     375.00 ;  -  ;      0.00 ;     75.30 ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    347.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    347.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    244.14 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 31 ; ITUMBIARA    ; S2 ;  99 ;   99  ;    222.71 ;   6729.42 ;     54.03 ;    444.00 ;      1.60 ;   1000.14 ;      3.60 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1392.04 ;      5.01 ;      0.00 ;      0.00 ;   2852.17 ;     10.27 ;   2852.17 ;     10.27 ;      0.00 ;      0.00 ;    938.14 ;    2082.00 ;    2082.00 ;  -  ;      0.00 ;     75.40 ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     17.00 ;     -      ;      17.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     17.00 ;     -      ;      17.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   2 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   2 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   2 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   3 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     84.00 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   3 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     84.00 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   3 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     59.47 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   4 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     105.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;   4 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     105.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 32 ; CACH.DOURADA ; S2 ;  99 ;   99  ;    222.78 ;     -     ;     -     ;    112.00 ;      0.40 ;   1392.04 ;      5.01 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1504.04 ;      5.41 ;      0.00 ;      0.00 ;   2549.80 ;      9.18 ;   2549.80 ;      9.18 ;      0.00 ;      0.00 ;    423.47 ;     658.00 ;     658.00 ;  -  ;      0.00 ;     32.23 ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;    285.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;    285.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;     37.03 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
 14 ; MEDIA  ; 33 ; SAO SIMAO    ; S2 ;  99 ;   99  ;    228.35 ;   4785.64 ;     86.38 ;   1150.00 ;      4.14 ;   1504.04 ;      5.41 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    889.15 ;      3.20 ;      0.00 ;      0.00 ;   2753.56 ;      9.91 ;   2753.56 ;      9.91 ;      0.00 ;      0.00 ;    607.03 ;    1710.00 ;    1710.00 ;  -  ;      0.00 ;     75.43 ;
 15 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;     71.82 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
 15 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
