***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 DESVIOS DO MODELO DA FUNCAO DE PRODUCAO PARA S > 0
 ---------------------------------------------

                GH(FPEA) - GH(FPE)
      DESVIO =  ------------------
                     GH(FPE)

 ---------------------------------------------

USINA: ; 006 ; FURNAS       ;

-----;--------------;--------;---------;----------------------------------------------------------------------------------------------------
     ;              ; VARM   ; QTUR    ; VERT 1  ; VERT 2  ; VERT 3  ; VERT 4  ; VERT 5  ; VERT 6  ; VERT 7  ; VERT 8  ; VERT 9  ; VERT10  ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
USIH ;    USINA     ;  (%)   ;  (m3/s) ;     0.0 ;   706.9 ;  1413.7 ;  2120.6 ;  2827.4 ;  5654.8 ; 11309.7 ; 22619.4 ; 45238.7 ; 90477.4 ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
  14 ; CACONDE      ;   20.0 ;    19.7 ;   -17.4 ;   -17.8 ;   -18.7 ;   -20.3 ;   -22.4 ;   -32.6 ;     5.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    20.6 ;   -16.5 ;   -16.8 ;   -17.6 ;   -19.1 ;   -21.0 ;   -30.8 ;    14.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    21.5 ;   -15.7 ;   -15.9 ;   -16.6 ;   -18.0 ;   -19.8 ;   -29.1 ;    21.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    22.4 ;   -15.0 ;   -15.0 ;   -15.7 ;   -16.9 ;   -18.7 ;   -27.5 ;    29.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    23.3 ;   -14.3 ;   -14.3 ;   -14.8 ;   -16.0 ;   -17.6 ;   -26.1 ;    36.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    24.2 ;   -13.7 ;   -13.5 ;   -14.0 ;   -15.1 ;   -16.7 ;   -24.8 ;    43.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    25.1 ;   -13.0 ;   -12.9 ;   -13.3 ;   -14.3 ;   -15.8 ;   -23.5 ;    50.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    26.0 ;   -12.5 ;   -12.2 ;   -12.6 ;   -13.5 ;   -14.9 ;   -22.4 ;    57.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    26.9 ;   -11.9 ;   -11.6 ;   -11.9 ;   -12.8 ;   -14.1 ;   -21.3 ;    64.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    27.8 ;   -11.4 ;   -11.1 ;   -11.3 ;   -12.1 ;   -13.4 ;   -20.3 ;    71.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    28.6 ;   -11.0 ;   -10.5 ;   -10.7 ;   -11.5 ;   -12.7 ;   -19.3 ;    78.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    29.5 ;   -10.5 ;   -10.0 ;   -10.2 ;   -10.9 ;   -12.1 ;   -18.4 ;    85.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    30.4 ;   -10.1 ;    -9.6 ;    -9.6 ;   -10.3 ;   -11.5 ;   -17.6 ;    91.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    31.3 ;    -9.7 ;    -9.1 ;    -9.2 ;    -9.8 ;   -10.9 ;   -16.8 ;    98.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    32.2 ;    -9.3 ;    -8.7 ;    -8.7 ;    -9.3 ;   -10.3 ;   -16.0 ;   105.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    33.1 ;    -8.9 ;    -8.3 ;    -8.2 ;    -8.8 ;    -9.8 ;   -15.3 ;   112.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    34.0 ;    -8.5 ;    -7.9 ;    -7.8 ;    -8.3 ;    -9.3 ;   -14.6 ;   119.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    34.9 ;    -8.2 ;    -7.5 ;    -7.4 ;    -7.9 ;    -8.9 ;   -14.0 ;   127.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    35.8 ;    -7.9 ;    -7.1 ;    -7.0 ;    -7.5 ;    -8.4 ;   -13.3 ;   134.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    36.7 ;    -7.6 ;    -6.8 ;    -6.7 ;    -7.1 ;    -8.0 ;   -12.8 ;   142.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    37.6 ;    -7.2 ;    -6.5 ;    -6.3 ;    -6.7 ;    -7.6 ;   -12.2 ;   150.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    38.5 ;    -6.9 ;    -6.2 ;    -6.0 ;    -6.4 ;    -7.2 ;   -11.6 ;   158.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    39.4 ;    -6.7 ;    -5.8 ;    -5.6 ;    -6.0 ;    -6.9 ;   -11.1 ;   167.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    40.3 ;    -6.4 ;    -5.6 ;    -5.3 ;    -5.7 ;    -6.5 ;   -10.6 ;   175.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    41.2 ;    -6.1 ;    -5.3 ;    -5.0 ;    -5.4 ;    -6.2 ;   -10.2 ;   185.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    42.1 ;    -5.9 ;    -5.0 ;    -4.8 ;    -5.1 ;    -5.8 ;    -9.7 ;   194.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    43.0 ;    -5.6 ;    -4.7 ;    -4.5 ;    -4.8 ;    -5.5 ;    -9.2 ;   204.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    43.9 ;    -5.4 ;    -4.5 ;    -4.2 ;    -4.5 ;    -5.2 ;    -8.8 ;   215.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    44.8 ;    -5.1 ;    -4.2 ;    -4.0 ;    -4.2 ;    -5.0 ;    -8.4 ;   226.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    45.7 ;    -4.9 ;    -4.0 ;    -3.7 ;    -4.0 ;    -4.7 ;    -8.0 ;   237.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    46.6 ;    -4.7 ;    -3.8 ;    -3.5 ;    -3.7 ;    -4.4 ;    -7.6 ;   250.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    47.4 ;    -4.5 ;    -3.5 ;    -3.2 ;    -3.5 ;    -4.2 ;    -7.3 ;   263.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    48.3 ;    -4.3 ;    -3.3 ;    -3.0 ;    -3.3 ;    -3.9 ;    -6.9 ;   277.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    49.2 ;    -4.0 ;    -3.1 ;    -2.8 ;    -3.0 ;    -3.7 ;    -6.5 ;   291.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    50.1 ;    -3.8 ;    -2.9 ;    -2.6 ;    -2.8 ;    -3.5 ;    -6.2 ;   307.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    51.0 ;    -3.6 ;    -2.7 ;    -2.4 ;    -2.6 ;    -3.2 ;    -5.9 ;   324.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    51.9 ;    -3.5 ;    -2.5 ;    -2.2 ;    -2.4 ;    -3.0 ;    -5.5 ;   342.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    52.8 ;    -3.3 ;    -2.3 ;    -2.0 ;    -2.2 ;    -2.8 ;    -5.2 ;   362.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    53.7 ;    -3.1 ;    -2.1 ;    -1.8 ;    -2.0 ;    -2.6 ;    -4.9 ;   383.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    54.6 ;    -2.9 ;    -2.0 ;    -1.6 ;    -1.8 ;    -2.4 ;    -4.6 ;   407.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    55.5 ;    -2.7 ;    -1.8 ;    -1.5 ;    -1.7 ;    -2.3 ;    -4.3 ;   432.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    56.4 ;    -2.6 ;    -1.6 ;    -1.3 ;    -1.5 ;    -2.1 ;    -4.1 ;   460.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    57.3 ;    -2.4 ;    -1.5 ;    -1.1 ;    -1.3 ;    -1.9 ;    -3.8 ;   491.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    58.2 ;    -2.2 ;    -1.3 ;    -1.0 ;    -1.2 ;    -1.7 ;    -3.5 ;   525.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    59.1 ;    -2.1 ;    -1.1 ;    -0.8 ;    -1.0 ;    -1.6 ;    -3.2 ;   564.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    60.0 ;    -1.9 ;    -1.0 ;    -0.7 ;    -0.8 ;    -1.4 ;    -3.0 ;   607.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    60.9 ;    -1.8 ;    -0.8 ;    -0.5 ;    -0.7 ;    -1.3 ;    -2.7 ;   656.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    61.8 ;    -1.6 ;    -0.7 ;    -0.4 ;    -0.5 ;    -1.1 ;    -2.5 ;   713.3 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    62.7 ;    -1.5 ;    -0.5 ;    -0.2 ;    -0.4 ;    -1.0 ;    -2.2 ;   778.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    63.6 ;    -1.3 ;    -0.4 ;    -0.1 ;    -0.3 ;    -0.8 ;    -2.0 ;   855.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    64.5 ;    -1.2 ;    -0.3 ;     0.0 ;    -0.1 ;    -0.7 ;    -1.7 ;   946.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    65.4 ;    -1.0 ;    -0.1 ;     0.2 ;    -0.0 ;    -0.5 ;    -1.5 ;  1057.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    66.2 ;    -0.9 ;    -0.0 ;     0.3 ;     0.1 ;    -0.4 ;    -1.3 ;  1194.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    67.1 ;    -0.8 ;     0.1 ;     0.4 ;     0.2 ;    -0.3 ;    -1.1 ;  1367.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    68.0 ;    -0.6 ;     0.2 ;     0.5 ;     0.4 ;    -0.2 ;    -0.8 ;  1593.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    68.9 ;    -0.5 ;     0.4 ;     0.7 ;     0.5 ;    -0.0 ;    -0.6 ;  1902.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    69.8 ;    -0.4 ;     0.5 ;     0.8 ;     0.6 ;     0.1 ;    -0.4 ;  2350.1 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    70.7 ;    -0.3 ;     0.6 ;     0.9 ;     0.7 ;     0.2 ;    -0.2 ;  3055.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    71.6 ;    -0.1 ;     0.7 ;     1.0 ;     0.8 ;     0.3 ;     0.0 ;  4333.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    72.5 ;    -0.0 ;     0.8 ;     1.1 ;     0.9 ;     0.4 ;     0.2 ;  7356.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    73.4 ;     0.1 ;     0.9 ;     1.2 ;     1.0 ;     0.5 ;     0.4 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    74.3 ;     0.2 ;     1.1 ;     1.3 ;     1.1 ;     0.6 ;     0.7 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    75.2 ;     0.3 ;     1.2 ;     1.4 ;     1.2 ;     0.7 ;     0.9 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    76.1 ;     0.4 ;     1.3 ;     1.5 ;     1.3 ;     0.8 ;     1.1 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    77.0 ;     0.6 ;     1.4 ;     1.6 ;     1.4 ;     0.9 ;     1.3 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    77.9 ;     0.7 ;     1.5 ;     1.7 ;     1.5 ;     1.0 ;     1.5 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    78.8 ;     0.8 ;     1.6 ;     1.8 ;     1.6 ;     1.1 ;     1.7 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    79.7 ;     0.9 ;     1.7 ;     1.9 ;     1.7 ;     1.2 ;     1.9 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    80.6 ;     1.0 ;     1.8 ;     2.0 ;     1.8 ;     1.3 ;     2.0 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    81.5 ;     1.1 ;     1.9 ;     2.1 ;     1.8 ;     1.4 ;     2.2 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    82.4 ;     1.2 ;     1.9 ;     2.1 ;     1.9 ;     1.5 ;     2.4 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    83.3 ;     1.3 ;     2.0 ;     2.2 ;     2.0 ;     1.5 ;     2.6 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    84.2 ;     1.4 ;     2.1 ;     2.3 ;     2.1 ;     1.6 ;     2.8 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    85.0 ;     1.5 ;     2.2 ;     2.4 ;     2.2 ;     1.7 ;     3.0 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    85.9 ;     1.6 ;     2.3 ;     2.5 ;     2.2 ;     1.8 ;     3.2 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    86.8 ;     1.7 ;     2.4 ;     2.5 ;     2.3 ;     1.9 ;     3.4 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    87.7 ;     1.8 ;     2.5 ;     2.6 ;     2.4 ;     1.9 ;     3.6 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    88.6 ;     1.8 ;     2.5 ;     2.7 ;     2.4 ;     2.0 ;     3.8 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    89.5 ;     1.9 ;     2.6 ;     2.8 ;     2.5 ;     2.1 ;     4.0 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    90.4 ;     2.0 ;     2.7 ;     2.8 ;     2.6 ;     2.1 ;     4.1 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    91.3 ;     2.1 ;     2.8 ;     2.9 ;     2.6 ;     2.2 ;     4.3 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    92.2 ;     2.2 ;     2.8 ;     3.0 ;     2.7 ;     2.3 ;     4.5 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    93.1 ;     2.3 ;     2.9 ;     3.0 ;     2.8 ;     2.4 ;     4.7 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   20.0 ;    94.0 ;     2.4 ;     3.0 ;     3.1 ;     2.8 ;     2.4 ;     4.9 ; 23400.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     0.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     0.9 ;  -247.7 ;  -308.4 ;  -371.0 ;  -434.4 ;  -497.7 ;  -743.8 ; -2166.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     1.8 ;  -125.6 ;  -154.5 ;  -184.6 ;  -215.4 ;  -246.4 ;  -368.7 ; -1043.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     2.7 ;   -84.8 ;  -103.1 ;  -122.4 ;  -142.3 ;  -162.6 ;  -243.6 ;  -668.3 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     3.6 ;   -64.4 ;   -77.4 ;   -91.3 ;  -105.8 ;  -120.7 ;  -181.1 ;  -479.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     4.5 ;   -52.1 ;   -62.0 ;   -72.6 ;   -83.8 ;   -95.5 ;  -143.6 ;  -366.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     5.4 ;   -43.9 ;   -51.6 ;   -60.1 ;   -69.2 ;   -78.7 ;  -118.6 ;  -289.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     6.3 ;   -38.0 ;   -44.2 ;   -51.2 ;   -58.7 ;   -66.8 ;  -100.7 ;  -234.7 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     7.2 ;   -33.5 ;   -38.6 ;   -44.4 ;   -50.9 ;   -57.7 ;   -87.3 ;  -192.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     8.1 ;   -30.1 ;   -34.3 ;   -39.2 ;   -44.7 ;   -50.7 ;   -76.8 ;  -160.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     9.0 ;   -27.2 ;   -30.8 ;   -35.0 ;   -39.8 ;   -45.1 ;   -68.5 ;  -133.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;     9.8 ;   -24.9 ;   -27.9 ;   -31.6 ;   -35.8 ;   -40.5 ;   -61.7 ;  -110.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    10.7 ;   -23.0 ;   -25.5 ;   -28.7 ;   -32.4 ;   -36.7 ;   -56.0 ;   -92.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    11.6 ;   -21.3 ;   -23.5 ;   -26.2 ;   -29.6 ;   -33.5 ;   -51.1 ;   -75.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    12.5 ;   -19.9 ;   -21.7 ;   -24.1 ;   -27.1 ;   -30.7 ;   -47.0 ;   -61.3 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    13.4 ;   -18.7 ;   -20.2 ;   -22.3 ;   -25.0 ;   -28.3 ;   -43.4 ;   -48.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    14.3 ;   -17.6 ;   -18.8 ;   -20.7 ;   -23.2 ;   -26.1 ;   -40.3 ;   -36.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    15.2 ;   -16.6 ;   -17.6 ;   -19.3 ;   -21.5 ;   -24.3 ;   -37.5 ;   -26.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    16.1 ;   -15.7 ;   -16.5 ;   -18.0 ;   -20.0 ;   -22.6 ;   -35.0 ;   -16.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    17.0 ;   -14.9 ;   -15.6 ;   -16.8 ;   -18.7 ;   -21.1 ;   -32.8 ;    -7.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    17.9 ;   -14.1 ;   -14.7 ;   -15.8 ;   -17.5 ;   -19.8 ;   -30.8 ;     0.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    18.8 ;   -13.5 ;   -13.9 ;   -14.9 ;   -16.4 ;   -18.5 ;   -29.0 ;     8.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    19.7 ;   -12.9 ;   -13.1 ;   -14.0 ;   -15.5 ;   -17.4 ;   -27.4 ;    15.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    20.6 ;   -12.3 ;   -12.4 ;   -13.2 ;   -14.6 ;   -16.4 ;   -25.9 ;    23.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    21.5 ;   -11.8 ;   -11.8 ;   -12.5 ;   -13.7 ;   -15.5 ;   -24.5 ;    29.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    22.4 ;   -11.3 ;   -11.2 ;   -11.8 ;   -13.0 ;   -14.6 ;   -23.2 ;    36.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    23.3 ;   -10.8 ;   -10.7 ;   -11.2 ;   -12.3 ;   -13.8 ;   -22.1 ;    42.9 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    24.2 ;   -10.4 ;   -10.2 ;   -10.6 ;   -11.6 ;   -13.1 ;   -21.0 ;    49.2 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    25.1 ;   -10.0 ;    -9.7 ;   -10.1 ;   -11.0 ;   -12.4 ;   -20.0 ;    55.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    26.0 ;    -9.6 ;    -9.3 ;    -9.6 ;   -10.4 ;   -11.8 ;   -19.0 ;    61.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    26.9 ;    -9.2 ;    -8.8 ;    -9.1 ;    -9.9 ;   -11.2 ;   -18.1 ;    67.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    27.8 ;    -8.9 ;    -8.4 ;    -8.6 ;    -9.4 ;   -10.6 ;   -17.3 ;    73.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    28.6 ;    -8.6 ;    -8.1 ;    -8.2 ;    -8.9 ;   -10.1 ;   -16.5 ;    79.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    29.5 ;    -8.2 ;    -7.7 ;    -7.8 ;    -8.5 ;    -9.6 ;   -15.8 ;    85.5 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    30.4 ;    -7.9 ;    -7.4 ;    -7.4 ;    -8.0 ;    -9.1 ;   -15.1 ;    91.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    31.3 ;    -7.7 ;    -7.1 ;    -7.1 ;    -7.6 ;    -8.7 ;   -14.4 ;    97.6 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    32.2 ;    -7.4 ;    -6.7 ;    -6.7 ;    -7.3 ;    -8.3 ;   -13.8 ;   103.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    33.1 ;    -7.1 ;    -6.5 ;    -6.4 ;    -6.9 ;    -7.9 ;   -13.2 ;   110.0 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    34.0 ;    -6.9 ;    -6.2 ;    -6.1 ;    -6.6 ;    -7.5 ;   -12.7 ;   116.3 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    34.9 ;    -6.6 ;    -5.9 ;    -5.8 ;    -6.2 ;    -7.2 ;   -12.1 ;   122.8 ;   -47.1 ;   -99.8 ;  -194.2 ;
  14 ; CACONDE      ;   25.0 ;    35.8 ;    -6.4 ;    -5.6 ;    -5.5 ;    -5.9 ;    -6.8 ;   -11.6 ;   129.4 ;   -47.1 ;   -99.8 ;  -194.2 ;
